Name,Goal,Status,Currency,DeadlineDate,NamefromUrl,N_Category,N_Location,N_min_Price,N_FAQ,N_Updates,N_Comments,N_ScrapeDate,D_Target,D_backers,D_TotalAmountPledged,D_FAQ,D_updates,D_Comments,D_StartDate,D_EndDate,D_ended
Rising Dusk - An Anti-Coin Collection Platformer,5000,live,AUD,12-07-2017,risingdusk,Video Games,Tokyo Japan,10,0,10,9,11-22-2017,1,159,6505,0,0,0,11-07-2017,12-07-2018,ended
Deiland - RPG adventure and sandbox game in a little planet,10000,live,USD,12-07-2017,deiland-rpg-adventure-and-sandbox-game-in-a-little,Video Games,Valencia Spain,20,4,11,46,11-22-2017,1,1393,30679,0,0,0,11-07-2017,12-07-2017,ended
Spinnortality: a cyberpunk management game,10000,live,EUR,12-13-2017,spinnortality-a-cyberpunk-management-game,Video Games,Vienna Austria,10,0,0,4,11-13-2017,1,812,14082,0,0,0,11-13-2017,12-13-2018,ended
303 Squadron: Battle of Britain,12000,live,CAD,02-18-2018,303-squadron-battle-of-britain,Video Games,Warsaw Poland,16,6,1,54,01-17-2018,1,671,24032,0,0,0,01-09-2018,02-18-2018,ended
Ultimate Fishing Simulator,10000,live,CAD,11-25-2017,ultimate-fishing-simulator,Video Games,Warsaw Poland,7,13,7,119,11-22-2017,1,481,12405,0,0,0,10-26-2017,11-25-2018,ended
Nimbatus - The Space Drone Constructor,20000,live,CHF,12-05-2017,nimbatus-the-space-drone-constructor,Video Games,Zurich Switzerland,14,2,7,55,11-22-2017,1,2892,73888,0,0,0,11-02-2017,12-05-2018,ended
The Sound Reactive LED Mask,15000,live,CAD,02-06-2018,the-sound-reactive-led-mask,Wearables,Montreal Canada,30,18,1,20,12-13-2017,1,5629,382341,0,0,0,12-13-2017,02-06-2018,ended
Vinci 2.0 - Worldâ€™s First Standalone AI Sports Headphones,20000,live,USD,01-14-2018,vinci-20-worlds-first-standalone-ai-sports-headpho,Wearables,New York NY,89,40,1,126,11-15-2017,1,6364,885608,0,0,0,11-15-2017,01-14-2018,ended
A new web video concept: telegraph21.,6000,successful,USD,10-16-2009,a-new-web-video-concept-telegraph21,0,0,0,0,0,0,01-04-2018,1,89,6955,0,0,0,09-01-2009,01-11-2010,ended
Icons for your iPhone apps,500,successful,USD,06-15-2009,awesome-icons-for-your-iphone-apps,0,0,0,0,0,0,01-09-2018,1,98,1820,0,0,0,04-29-2009,10-16-2011,ended
Family Sleep Project,3000,successful,USD,12-06-2009,family-sleep-project,0,0,0,0,0,0,01-04-2018,1,19,3000,0,0,0,09-14-2009,02-05-2010,ended
FREEQ: An Interactive Radio Drama/Indie Video Game,12300,successful,USD,11-16-2009,freeq-an-interactive-radio-drama-indie-video-game,0,0,0,0,0,0,01-06-2018,1,35,12401,0,0,0,09-11-2009,09-11-2013,ended
Fusion in a Bubblegum Machine,800,successful,USD,11-23-2009,fusion-in-a-bubblegum-machine,0,0,0,0,0,0,01-04-2018,1,23,805,0,0,0,10-16-2009,11-02-2010,ended
Send some kids to GameCamp!,3000,successful,USD,07-03-2009,gamecamp-athens,0,0,0,0,0,0,01-09-2018,1,36,3204,0,0,0,06-02-2009,07-03-2009,ended
Gamer Nation Con 5: The Order of the Gamers,4500,live,USD,11-23-2017,gamer-nation-con-5-the-order-of-the-gamers,0,0,0,0,0,0,11-22-2017,1,114,10825,0,0,0,10-27-2017,11-23-2018,ended
Getting Your Sh*t Together: Business of Art Software for Artists,10000,successful,USD,01-02-2010,getting-your-sh-t-together-business-of-art-softwar,0,0,0,0,0,0,01-04-2018,1,78,10505,0,0,0,10-22-2009,01-02-2010,ended
Help fund my brutal arcade game!,5000,successful,USD,11-01-2009,help-fund-my-brutal-arcade-game,0,0,0,0,0,0,01-06-2018,1,29,5070,0,0,0,09-20-2009,07-30-2015,ended
High Strangeness: A 12 bit action / adventure video game.,1500,successful,USD,08-18-2009,high-strangeness-a-12-bit-action-adventure-video-game,0,0,0,0,0,0,01-09-2018,1,36,1559,0,0,0,05-20-2009,05-04-2015,ended
Indie Nerd Board Game Needs Player Character Miniature Sculpted!,1500,successful,USD,06-15-2009,indie-nerd-board-game-needs-hero-miniature-sculpted,0,0,0,0,0,0,01-09-2018,1,28,1741,0,0,0,05-15-2009,11-04-2009,ended
LET'S SAIL AROUND THE WORLD !!,8000,successful,USD,09-01-2009,lets-sail-around-the-world-the-first-ever-communi,0,0,0,0,0,0,01-06-2018,1,148,8141,0,0,0,07-08-2009,05-22-2014,ended
LOVELAND Round 2: You've Got Inches In Detroit!,1000,successful,USD,09-20-2009,loveland-2-first-there-inch-a-thousand-then-ther,0,0,0,0,0,0,01-04-2018,1,48,1179,0,0,0,09-04-2009,05-11-2010,ended
MakerBeam: An Open Source Building Kit,10000,successful,USD,10-24-2009,makerbeam-an-open-source-building-kit,0,0,0,0,0,0,01-04-2018,1,132,17922,0,0,0,09-05-2009,08-04-2011,ended
Patrick Blindauer's 2009 Holiday Puzzlefest,2000,successful,USD,11-01-2009,patrick-blindauers-2009-holiday-puzzlefest,0,0,0,0,0,0,01-10-2018,1,189,2530,0,0,0,10-01-2009,11-14-2009,ended
PONG 3.0 - The Lower East Side Ping Pong Club,3500,successful,USD,10-20-2009,pong-30-the-lower-east-side-ping-pong-club,0,0,0,0,0,0,01-14-2018,1,29,3505,0,0,0,10-12-2009,11-06-2009,ended
Resonance: Retro-Styled Adventure Game - contest entry fees and additional funding,150,successful,USD,11-01-2009,resonance-retro-styled-adventure-game-contest-e,0,0,0,0,0,0,01-06-2018,1,59,2080,0,0,0,09-14-2009,06-19-2012,ended
Saturated Dreamers: IGF Fee and Misceallenous Development Costs,195,successful,USD,11-02-2009,saturated-dreamers-igf-fee-and-misceallenous-deve-0,0,0,0,0,0,0,01-06-2018,1,38,1500,0,0,0,09-07-2009,06-25-2017,ended
Subtitles in Miro - Translations and Support for the Hearing Impaired,1000,successful,USD,10-01-2009,subtitles-in-miro-translations-and-support-for-t,0,0,0,0,0,0,01-03-2018,1,26,1002,0,0,0,09-01-2009,10-01-2009,ended
Super Ghosts 'n... Ghosts? A 2D Side-Scrolling Shoot 'Em Up Game for XBOX 360 & PC,200,successful,USD,09-26-2009,super-ghosts-n-ghosts-a-2d-side-scrolling-s,0,0,0,0,0,0,01-09-2018,1,5,220,0,0,0,07-25-2009,09-26-2009,ended
The Ficly Server Support Project,800,successful,USD,09-01-2009,the-ficly-server-support-project,0,0,0,0,0,0,01-03-2018,1,31,870,0,0,0,07-29-2009,12-13-2009,ended
Turba: Indie music/puzzle game,200,successful,USD,10-20-2009,turba-indie-music-puzzle-game,0,0,0,0,0,0,01-10-2018,1,7,208,0,0,0,09-29-2009,10-20-2009,ended
Zombie Defense iPhone App,700,successful,USD,07-14-2009,zombie-defense-iphone-app,0,0,0,0,0,0,01-09-2018,1,14,700,0,0,0,05-19-2009,07-14-2009,ended
Forge 1 the fullscaleprofessional sla-lcd 3D printer,40000,live,CHF,01-20-2018,forge-1-the-fullscaleprofessional-sla-lcd-3d-print,3D Printing,Bévilard Switzerland,1199,0,0,2,12-21-2017,0,12,10973,0,0,42,12-21-2017,01-16-2018,ended
RePLAy 3D Filament and Recycling Program Pre-Sale!,2500,live,USD,02-16-2018,replay-3d-filament-and-recycling-program-pre-sale,3D Printing,Boston MA,20,0,0,4,01-17-2018,1,80,3647,0,0,0,01-17-2018,02-16-2018,ended
Four Paws Pet Prosthetics,6000,live,AUD,02-09-2018,four-paws-pet-prosthetics,3D Printing,Darwin AU,35,0,0,0,12-11-2017,0,19,1420,0,0,0,12-11-2017,02-09-2018,ended
3D Print your own game of checkers!,100,live,USD,01-15-2018,3d-print-your-own-game-of-checkers,3D Printing,Fabius NY,1,0,0,0,01-08-2018,0,3,5,0,0,0,01-08-2018,01-15-2018,ended
Kendle K2 | affordable large printing area SLA 3d printer,200000,live,HKD,02-12-2018,kendle-k2-affordable-large-printing-area-sla-3d-pr,3D Printing,Hong Kong Hong Kong,9800,2,1,6,01-13-2018,1,39,282831,0,0,0,01-12-2018,02-11-2018,ended
The Future of Medicine is 3D,50000,live,GBP,01-10-2018,the-future-of-medicine-is-3d,3D Printing,London UK,8,0,0,2,12-06-2017,0,25,679,0,1,6,12-06-2017,12-18-2017,ended
3D Printed Custom Fit Mechanical Watch | Synchronos Alpha,100000,live,USD,01-05-2018,3d-printed-custom-fit-mechanical-watch-synchronos,3D Printing,Los Angeles CA,99,0,0,0,12-06-2017,0,15,4507,10,2,1,12-06-2017,01-05-2018,ended
3D Printable Dubrovnik Style Chess Set,300,live,AUD,12-10-2017,3d-printable-dubrovnik-style-chess-set,3D Printing,Melbourne AU,25,0,1,0,11-10-2017,1,74,1222,0,0,0,11-10-2017,12-10-2018,ended
Poly - Bio and Easy 3D Printer,170000,live,EUR,12-23-2017,poly-bio-and-easy-3d-printer,3D Printing,Mercogliano Italy,10,15,0,2,11-23-2017,0,21,2004,15,5,4,11-23-2017,12-23-2017,ended
Lentes ECO-OPSI 3D,160000,live,MXN,01-27-2018,lentes-eco-opsi-3d,3D Printing,Mexico City Mexico,250,0,0,0,12-18-2017,0,4,3510,0,0,0,12-18-2017,01-27-2018,ended
Feed Your 3D Printer,3000,live,CAD,01-25-2018,feed-your-3d-printer,3D Printing,Montreal Canada,9,0,0,2,12-11-2017,0,20,809,0,1,2,12-11-2017,01-25-2018,ended
StoneFlower: Ceramic 3D Printing KIT,11000,live,EUR,02-14-2018,stoneflower-ceramic-3d-printing-kit,3D Printing,Munich Germany,375,0,1,6,01-15-2018,1,74,24359,0,0,0,01-15-2018,02-14-2018,ended
Open Source 3D Printed Turbine Based Electronics Cleaner,800,live,USD,01-11-2018,open-source-3d-printed-turbine-based-electronics-c,3D Printing,New Brunswick NJ,0,0,0,0,12-02-2017,0,7,45,0,5,1,12-01-2017,01-11-2018,ended
Imagipod 3D Printer,10000,live,GBP,01-11-2018,imagipod-3d-printer,3D Printing,Reading UK,500,0,0,0,11-27-2017,0,3,546,0,2,0,11-27-2017,01-11-2018,ended
PLUTO - The world's smallest high-quality 3D Printer,50000,live,USD,12-10-2017,pluto-the-worlds-smallest-high-quality-3d-printer,3D Printing,Redwood City CA,749,0,0,8,11-15-2017,1,81,57334,0,0,0,11-15-2017,12-10-2018,ended
PrintIt3D,100000,live,EUR,01-27-2018,printit3d,3D Printing,Rome Italy,0,0,0,0,11-28-2017,0,0,0,0,0,0,11-28-2017,12-04-2017,ended
UNIZ-UDP: the World's Fastest 3D Printer Technology,30000,live,USD,02-08-2018,uniz-udp-the-worlds-fastest-3d-printing-technology,3D Printing,San Diego CA,499,0,1,42,01-09-2018,1,391,257968,0,0,0,01-09-2018,02-08-2018,ended
3D Printable Checkers Set,202,live,USD,01-04-2018,3d-printable-checkers-set,3D Printing,Syracuse NY,7,0,0,0,12-05-2017,0,2,11,0,0,0,12-05-2017,01-04-2018,ended
leafplace. the place to be for autism mums,15000,live,AUD,01-25-2018,leafplace-the-place-to-be-for-autism-mums,Apps,Adelaide AU,10,0,0,0,12-12-2017,0,9,350,0,1,0,12-11-2017,01-25-2018,ended
nolonger,30000,live,EUR,01-19-2018,mygappie-app,Apps,Amsterdam Netherlands,0,0,0,0,11-20-2017,0,1,3,0,0,0,11-20-2017,11-20-2017,ended
Orderline - The ultimate bar application,25000,live,EUR,01-21-2018,orderline-the-ultimate-bar-application,Apps,Amsterdam Netherlands,10,0,0,0,12-12-2017,0,4,1160,0,1,0,12-12-2017,01-21-2018,ended
Social Sports System,4000,live,EUR,02-17-2018,social-sports-system,Apps,Amsterdam Netherlands,10,0,0,0,01-18-2018,0,3,31,0,0,0,01-18-2018,02-17-2018,ended
grinzoo my social pet app,250000,live,EUR,12-14-2017,grinzoo-my-social-pet-app,Apps,Ansfelden Austria,20,0,0,0,11-14-2017,0,5,265,0,0,0,11-14-2017,12-14-2017,ended
Dining Out: Restaurant Selection App with a Twist!,65000,live,USD,01-30-2018,dining-out-restaurant-selection-app-with-a-twist,Apps,Atlanta GA,5,0,0,0,12-26-2017,0,2,59,0,0,0,12-26-2017,01-07-2018,ended
InmateVoiceMessaging App,25000,live,USD,12-01-2017,inmatevoicemessaging-app,Apps,Atlanta GA,9,0,0,0,11-10-2017,0,9,836,0,0,0,10-31-2017,11-30-2017,ended
Kasper AI: Safety App using Fitbit Apple Watch & Smartphone,35000,live,USD,03-14-2018,kasper-personal-safety-with-ai-and-your-heart-rate,Apps,Atlanta GA,30,0,0,0,02-07-2018,0,2,65,0,0,0,02-07-2018,02-21-2018,ended
â™ª Mix Amore â™« - Interracial Dating App,10000,live,USD,12-12-2017,mix-amore-interracial-dating-app,Apps,Atlanta GA,5,0,0,0,11-12-2017,0,7,558,0,0,0,11-12-2017,12-12-2017,ended
noc noc - discover who's there,80000,live,NZD,03-07-2018,noc-noc-discover-whos-there,Apps,Auckland NZ,20,0,0,0,02-05-2018,0,1,10,0,0,0,02-05-2018,02-15-2018,ended
App That Counts All Your Messages,30000,live,EUR,02-15-2018,app-that-counts-all-your-messages,Apps,Barcelona Spain,5,0,0,0,01-16-2018,0,1,1,0,0,0,01-16-2018,02-15-2018,ended
CamerLender.io: mobile camera crowd sourcing,125000,live,EUR,01-11-2018,camerlenderio-mobile-camera-crowd-sourcing,Apps,Barcelona Spain,2,0,0,0,11-27-2017,0,1,1,0,0,0,11-27-2017,01-03-2018,ended
CAMARADA: The First True 3D Camera App,10000,live,USD,01-13-2018,camarada-the-first-true-3d-camera-app,Apps,Basking Ridge NJ,5,10,0,0,12-14-2017,1,47,20596,0,0,0,12-14-2017,01-13-2018,ended
breaksomeice dot org,50000,live,USD,02-16-2018,breaksomeice-dot-org,Apps,Beaverton OR,10,0,0,0,01-16-2018,0,8,208,1,0,0,01-16-2018,02-15-2018,ended
OneDonation | Safar Foundation,4000,live,USD,02-07-2018,onedonation-safar-foundation,Apps,Berkeley CA,10,0,0,0,01-08-2018,0,9,460,0,0,1,01-08-2018,02-07-2018,ended
Connector,25000,live,EUR,02-24-2018,connector,Apps,Berlin Germany,10,0,0,0,01-24-2018,0,1,50,0,0,0,01-24-2018,02-24-2018,ended
CarPo - Long distance ride sharing app for college students,30000,live,USD,02-18-2018,carpo-long-distance-ride-sharing-app-for-college-s,Apps,Bernardsville NJ,50,0,0,0,01-18-2018,0,13,5231,0,0,0,01-18-2018,02-17-2018,ended
Data VertexÂ®: The World's First Data ATM for Blockchain & AI,200000,live,USD,01-01-2018,data-vertex-the-worlds-first-data-atm-for-blockcha,Apps,Boston MA,30,0,0,0,11-29-2017,0,2,145,0,1,10,11-29-2017,12-13-2017,ended
Project Sherpa,25000,live,USD,02-15-2018,project-sherpa,Apps,Boston MA,0,0,0,0,01-16-2018,0,2,501,0,0,0,01-16-2018,02-15-2018,ended
Display application for metal detector,20000,live,EUR,02-14-2018,display-application-for-metal-detector,Apps,Brest France,10,0,0,0,12-16-2017,0,6,97,0,0,0,12-16-2017,02-14-2018,ended
Mind For Me - Helping Everyone Help Each Other,7500,live,AUD,01-23-2018,mind-for-metm-helping-everyone-help-each-other,Apps,Brisbane AU,15,4,0,0,12-26-2017,0,8,630,5,2,0,12-26-2017,01-23-2018,ended
Take control of your data!,30000,live,GBP,12-16-2017,take-control-of-your-data,Apps,Bristol UK,25,0,0,0,11-16-2017,0,18,686,0,1,0,11-16-2017,12-16-2017,ended
Mybasin Personal Support App,7500,live,USD,01-13-2018,mybasin-personal-support-app,Apps,Bronx NY,20,0,0,0,12-14-2017,0,1,10,0,2,0,12-14-2017,01-02-2018,ended
EventWide - Reinventing the event industry & ending boredom,30000,live,USD,02-25-2018,eventwide-reinventing-the-event-industry-and-endin,Apps,Buffalo MN,25,0,0,0,12-27-2017,0,3,16,0,0,0,12-27-2017,02-25-2018,ended
iParty Nightlife Mobile App,200000,live,CAD,01-19-2018,iparty-nightlife-mobile-app,Apps,Calgary Canada,0,0,0,0,11-20-2017,0,0,0,0,0,0,11-20-2017,01-19-2018,ended
DonCierge... Your Digital Concierge,5000,live,USD,02-06-2018,doncierge-your-digital-concierge,Apps,Campbell CA,19,0,0,0,12-23-2017,0,8,142,6,0,0,12-23-2017,02-06-2018,ended
iReceive - An app to expand prosperity consciousness!,2700,live,AUD,01-17-2018,ireceive-an-app-to-expand-prosperity-consciousness,Apps,Canberra AU,10,0,0,0,12-18-2017,0,5,145,0,0,0,12-17-2017,01-16-2018,ended
Bears Ears Edutainment App,100000,live,USD,01-19-2018,bears-ears-edutainment-app,Apps,Cedar City UT,10000,0,0,0,12-06-2017,0,1,10,0,0,0,12-06-2017,01-19-2018,ended
My Contacts App,5000,live,USD,02-16-2018,my-contacts-app,Apps,Charlotte NC,0,0,0,0,01-16-2018,0,3,91,0,0,0,01-16-2018,02-15-2018,ended
Hababy! How Families Connect. Easy Fun Secure!,25000,live,USD,02-05-2018,hababy-how-families-connect-easy-fun-secure,Apps,Charlottesville VA,25,0,0,0,12-07-2017,0,15,710,0,1,0,12-06-2017,02-04-2018,ended
Clubluk App. Combining the best of internet & social dating.,10000,live,GBP,12-25-2017,clubluk-app-combining-the-best-of-internet-and-soc,Apps,Cheltenham UK,0,0,0,0,11-25-2017,0,0,0,0,0,0,11-25-2017,12-25-2017,ended
Natural Text Encryption,1000,live,GBP,02-22-2018,natural-text-encryption,Apps,Cheltenham UK,0,0,0,0,01-23-2018,0,15,33,0,0,4,01-23-2018,02-22-2018,ended
Learn to Build Your Own Meal Kit Delivery Web App,500,live,USD,01-01-2018,learn-to-build-your-own-meal-kit-delivery-web-app,Apps,Chicago IL,100,0,0,0,12-06-2017,1,6,525,0,0,0,12-06-2017,01-01-2018,ended
Trade Tracker,60000,live,USD,12-24-2017,trade-tracker,Apps,Chicago IL,25,0,0,0,11-24-2017,0,0,0,0,0,0,11-24-2017,12-24-2017,ended
5 2 LIFE - LIFESTYLE PACKAGES,50000,live,AUD,03-04-2018,5-2-life-lifestyle-packages,Apps,City of Gold Coast AU,0,0,0,0,02-02-2018,0,0,0,0,0,0,02-02-2018,02-24-2018,ended
Phann Music,15000,live,AUD,12-31-2017,phann-music,Apps,City of Gold Coast AU,5,0,0,0,11-24-2017,0,1,1,0,0,0,11-24-2017,12-31-2017,ended
"The \""how to have a better relationship\""",10000,live,USD,02-15-2018,the-magic-ingredient-relationship-app,Apps,Clearwater Beach FL,25,0,0,0,01-06-2018,0,6,111,0,0,0,01-06-2018,02-14-2018,ended
Super Fantasy GP,15000,live,USD,02-16-2018,super-fantasy-gp,Apps,Clermont FL,0,0,0,0,01-15-2018,0,2,26,0,0,0,01-15-2018,02-15-2018,ended
BIRADS NEURAL NET APP,5500,live,USD,01-13-2018,birads-neural-net-app,Apps,Cleveland OH,50,0,0,0,12-14-2017,0,0,0,0,0,0,12-14-2017,01-13-2018,ended
"\""Night Life\"" - For your perfect night out.",75000,live,AUD,12-31-2017,night-life-for-your-perfect-night-out,Apps,Coffs Harbour AU,25,0,0,0,11-28-2017,0,0,0,0,0,0,11-28-2017,12-31-2017,ended
Augmented Reality Experiences,1500000,live,USD,01-03-2018,augmented-reality-experiences,Apps,Columbia MD,25,3,0,0,12-04-2017,0,2,150,3,1,0,12-04-2017,12-08-2017,ended
Application: Travel Go With Me,160000,live,CHF,03-10-2018,application-travel-go-with-me,Apps,Comptoir Suisse Switzerland,24,0,0,0,02-07-2018,0,4,194,0,1,0,02-07-2018,02-15-2018,ended
GoDoc,100000,live,DKK,03-19-2018,godoc,Apps,Copenhagen Denmark,500,0,0,0,02-17-2018,0,1,100,0,0,0,02-17-2018,02-19-2018,ended
ANTO - Lost & Found App,19300,live,EUR,12-16-2017,reunited-app-for-misplaced-items,Apps,Cork Ireland,50,0,1,0,11-16-2017,0,3,31,0,3,0,11-16-2017,12-16-2017,ended
FanSaves App,3000,live,CAD,02-12-2018,fansaves-app,Apps,Cornwall Canada,20,0,0,0,01-12-2018,1,40,3835,0,0,0,01-08-2018,02-11-2018,ended
Don't Worry I'm Dead,32000,live,USD,02-03-2018,dont-worry-im-dead,Apps,Crosby TX,0,0,0,1,01-04-2018,0,3,8,0,0,1,01-04-2018,02-03-2018,ended
QuietPlaces app.,18500,live,EUR,02-02-2018,quietplaces-app,Apps,Culemborg Netherlands,5,0,0,0,01-03-2018,0,2,10,0,0,1,01-03-2018,02-02-2018,ended
Dwell Scripture Listening App,50000,live,USD,02-08-2018,dwell-scripture-listening-app,Apps,Dallas TX,20,19,0,9,01-09-2018,1,2262,128859,0,0,0,01-09-2018,02-08-2018,ended
virtual builder,50000,live,USD,12-28-2017,virtual-builder,Apps,Dallas TX,10000,0,0,0,11-28-2017,0,0,0,0,0,0,11-28-2017,12-28-2017,ended
L&F,150000,live,USD,12-21-2017,landf,Apps,De Kalb IL,0,0,0,0,11-20-2017,0,2,6,0,0,0,11-20-2017,12-20-2017,ended
Fallout Your City Interactive App,1500,live,USD,12-10-2017,fallout-your-city-interactive-app,Apps,Denver CO,0,0,0,0,11-25-2017,0,0,0,0,0,0,11-25-2017,12-10-2017,ended
NugCal - the chicken nugget calculator app,50,live,GBP,01-30-2018,nugcal-the-chicken-nugget-calculator-app,Apps,Derbyshire UK,0,0,0,0,01-20-2018,0,1,1,0,0,0,01-20-2018,01-30-2018,ended
Social Media Site With A Twist! VOTE 2 Delete Abusive Users!,10000,live,USD,12-27-2017,social-media-site-with-a-twist-vote-2-delete-abusi,Apps,Detroit MI,10,0,0,0,12-01-2017,0,0,0,0,1,0,12-01-2017,12-26-2017,ended
Die App fÃ¼r Angler,8500,live,EUR,02-16-2018,die-app-fur-angler,Apps,Deutsch Germany,30,0,0,0,01-17-2018,0,6,136,0,0,0,01-17-2018,02-16-2018,ended
Affinity - social dating,50000,live,GBP,01-07-2018,affinity-social-dating,Apps,Doncaster UK,30,0,0,0,12-08-2017,0,1,72,0,0,2,12-08-2017,01-07-2018,ended
RAMBLER,237000,live,EUR,01-31-2018,rambler-0,Apps,Dublin Ireland,0,0,0,0,12-12-2017,0,0,0,0,0,0,12-12-2017,01-31-2018,ended
Utility app for Uber and Lyft drivers,50000,live,USD,02-12-2018,utility-app-for-uber-and-lyft-drivers,Apps,Dublin OH,0,0,0,0,12-14-2017,0,1,1,0,0,0,12-14-2017,02-12-2018,ended
What is our new renting business premises Airphall platform,49000,live,EUR,01-17-2018,what-is-our-new-renting-business-premises-airphall,Apps,Dusseldorf Germany,250,0,0,0,11-19-2017,0,0,0,0,0,0,11-19-2017,01-17-2018,ended
A voice recording app that allows you to Create & Be Heard.,30000,live,USD,12-14-2017,a-voice-recording-app-that-allows-you-to-create-an,Apps,Edgewater NJ,25,0,0,0,11-14-2017,0,11,1445,0,1,0,11-14-2017,12-14-2017,ended
A new app making it easier to learn Gaelic Irish or Welsh!,15000,live,GBP,12-18-2017,a-new-app-to-perfect-your-gaelic-irish-or-welsh,Apps,Edinburgh UK,10,0,0,0,11-20-2017,0,206,5929,2,1,5,11-20-2017,12-18-2017,ended
Cri-ing out for help,500,live,GBP,11-24-2017,cri-ing-out-for-help,Apps,Edinburgh UK,20,0,0,0,11-10-2017,0,1,5,0,0,0,11-10-2017,11-24-2017,ended
Parking Mate App,10000,live,GBP,02-03-2018,parking-mate-app,Apps,Edinburgh UK,30,1,0,0,01-04-2018,0,0,0,1,0,0,01-04-2018,02-03-2018,ended
Daily jobs for everyone and so much more!,15000,live,CAD,01-08-2018,daily-jobs-for-everyone-and-so-much-more,Apps,Edmonton Canada,50,0,0,0,12-08-2017,0,1,1,0,0,0,12-08-2017,01-07-2018,ended
Makarios Developments REACT App,40000,live,USD,01-31-2018,makarios-developments-react-app,Apps,Enid OK,0,0,0,0,12-16-2017,0,0,0,0,0,0,12-16-2017,01-31-2018,ended
AskAlf,35000,live,EUR,01-03-2018,askalf,Apps,España Spain,0,0,0,0,12-04-2017,0,1,100,0,0,0,12-04-2017,01-03-2018,ended
5to9 Offline: Your life Your Schedule - Social Networking,40000,live,USD,01-19-2018,5to9-offline-your-life-your-schedule-social-networ,Apps,Ewing NJ,25,0,0,0,12-20-2017,0,1,10,0,0,0,12-20-2017,01-19-2018,ended
Handyman On Demand,200000,live,USD,01-10-2018,handyman-on-demand,Apps,Fairfield CA,1000,0,1,0,12-10-2017,0,0,0,0,1,0,12-10-2017,01-09-2018,ended
What's the Movez!,6000,live,USD,01-07-2018,whats-the-movez,Apps,Fayetteville NC,0,0,0,0,12-08-2017,0,0,0,0,0,0,12-08-2017,01-07-2018,ended
GEORGE BUTLER - Useful infos as a glance,3000,live,EUR,02-22-2018,george-butler-useful-infos-as-a-glance,Apps,Florence Italy,75,0,0,0,01-23-2018,0,0,0,0,0,0,01-23-2018,02-22-2018,ended
